# total [l(l+1)/2pi] C_l's (units: [microK]^2)
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (d), these are C_l^dd for the deflection field.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:dd                     4:dT                 
  308       2.139398315617e+14       3.445741715203e+02       5.474679485358e+05 
  309       2.154919170910e+14       3.416039529825e+02       5.156517973680e+05 
  310       2.170783717984e+14       3.386335415763e+02       4.821065158322e+05 
  311       2.187012731870e+14       3.356618986338e+02       4.468236699729e+05 
  312       2.203619681478e+14       3.326882356234e+02       4.098055507067e+05 
  313       2.220587133456e+14       3.297132007080e+02       3.710960662030e+05 
  314       2.237889259637e+14       3.267377934657e+02       3.307520238737e+05 
  315       2.255499466238e+14       3.237629893145e+02       2.888333404921e+05 
  316       2.273390387502e+14       3.207897379592e+02       2.454030957372e+05 
  317       2.291533879353e+14       3.178189618089e+02       2.005275860893e+05 
  318       2.309901013044e+14       3.148515543681e+02       1.542763790758e+05 
  319       2.328462068805e+14       3.118883785994e+02       1.067223678685e+05 
  320       2.347186529493e+14       3.089302652581e+02       5.794182623094e+04 
  321       2.366043074246e+14       3.059780111986e+02       8.014463817527e+03 
  322       2.384999572126e+14       3.030323776520e+02      -4.297651817746e+04 
  323       2.404023075773e+14       3.000940884755e+02      -9.494437101948e+04 
  324       2.423079815051e+14       2.971638283730e+02      -1.477987420827e+05 
  325       2.442135190703e+14       2.942422410859e+02      -2.014456181481e+05 
  326       2.461153767994e+14       2.913299275560e+02      -2.557872683508e+05 
  327       2.480099270368e+14       2.884274440574e+02      -3.107221867766e+05 
  328       2.498934573089e+14       2.855353003005e+02      -3.661450347075e+05 
  329       2.517621696899e+14       2.826539575051e+02      -4.219465825168e+05 
  330       2.536121801662e+14       2.797838264439e+02      -4.780136512128e+05 
  331       2.554395180013e+14       2.769252654560e+02      -5.342290536325e+05 
  332       2.572401251015e+14       2.740785784300e+02      -5.904715352834e+05 
  333       2.590098553798e+14       2.712440127566e+02      -6.466157148356e+05 
  334       2.607444741218e+14       2.684217572508e+02      -7.025320242621e+05 
  335       2.624396573501e+14       2.656119400428e+02      -7.580866486291e+05 
  336       2.640909911894e+14       2.628146264383e+02      -8.131414655351e+05 
  337       2.656939712315e+14       2.600298167470e+02      -8.675539841990e+05 
  338       2.672440019003e+14       2.572574440808e+02      -9.211772841975e+05 
  339       2.687363958166e+14       2.544973721192e+02      -9.738599538523e+05 
  340       2.701663731631e+14       2.517493928437e+02      -1.025446028265e+06 
  341       2.715290610496e+14       2.490132242400e+02      -1.075774927004e+06 
  342       2.728194928777e+14       2.462885079681e+02      -1.124681391435e+06 
  343       2.740326077056e+14       2.435748070004e+02      -1.171995421710e+06 
  344       2.751632496136e+14       2.408716032266e+02      -1.217542213394e+06 
  345       2.762061670687e+14       2.381782950266e+02      -1.261142093750e+06 
  346       2.771560122893e+14       2.354941948106e+02      -1.302610457670e+06 
  347       2.780073406108e+14       2.328185265252e+02      -1.341757703255e+06 
  348       2.787546098501e+14       2.301504231279e+02      -1.378389167042e+06 
  349       2.793931285020e+14       2.274892172045e+02      -1.412338440301e+06 
  350       2.799219450980e+14       2.248353448695e+02      -1.443569746667e+06 
  351       2.803410776204e+14       2.221895115641e+02      -1.472081799462e+06 
  352       2.806505757962e+14       2.195524046180e+02      -1.497875022853e+06 
  353       2.808505213942e+14       2.169246923227e+02      -1.520951584829e+06 
  354       2.809410285222e+14       2.143070229892e+02      -1.541315430404e+06 
  355       2.809222439239e+14       2.117000239925e+02      -1.558972315017e+06 
  356       2.807943472763e+14       2.091043008005e+02      -1.573929838155e+06 
  357       2.805575514862e+14       2.065204359896e+02      -1.586197477184e+06 
  358       2.802121029880e+14       2.039489882447e+02      -1.595786621393e+06 
  359       2.797582820404e+14       2.013904913447e+02      -1.602710606248e+06 
  360       2.791964030234e+14       1.988454531338e+02      -1.606984747861e+06 
  361       2.785268147357e+14       1.963143544770e+02      -1.608626377672e+06 
  362       2.777499006915e+14       1.937976482012e+02      -1.607654877339e+06 
  363       2.768660794179e+14       1.912957580216e+02      -1.604091713843e+06 
  364       2.758758047515e+14       1.888090774518e+02      -1.597960474805e+06 
